Surah,Ayah,Text,Label
4,75,"And why should ye not fight in the cause of Allah and of those who, being weak, are ill-treated (and oppressed)?- Men, women, and children, whose cry is: ""Our Lord! Rescue us from this town, whose people are oppressors; and raise for us from Thee one who will protect; and raise for us from Thee one who will help!""","['forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures', 'invocations_in_the_quran']"
4,76,"Those who believe fight in the cause of Allah, and those who reject Faith Fight in the cause of Evil: So fight ye against the friends of Satan: feeble indeed is the cunning of Satan.","['forbiden_acts', 'creation_and_creatures']"
4,77,"Hast thou not turned Thy vision to those who were told to hold back their hands (from fight) but establish regular prayers and spend in regular charity? When (at length) the order for fighting was issued to them, behold! a section of them feared men as - or even more than - they should have feared Allah: They said: ""Our Lord! Why hast Thou ordered us to fight? Wouldst Thou not Grant us respite to our (natural) term, near (enough)?"" Say: ""Short is the enjoyment of this world: the Hereafter is the best for those who do right: Never will ye be dealt with unjustly in the very least!","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic']"
4,78,"""Wherever ye are, death will find you out, even if ye are in towers built up strong and high!"" If some good befalls them, they say, ""This is from Allah""; but if evil, they say, ""This is from thee"" (O Prophet). Say: ""All things are from Allah."" But what hath come to these people, that they fail to understand a single fact?",['pillars_of_faith']
4,79,"Whatever good, (O man!) happens to thee, is from Allah; but whatever evil happens to thee, is from thy (own) soul. and We have sent thee as a messenger to (instruct) mankind. And enough is Allah for a witness.",['foundations_of_the_laws']
4,80,"He who obeys the Messenger, obeys Allah: But if any turn away, We have not sent thee to watch over their (evil deeds).",['foundations_of_the_laws']
4,81,"They have ""Obedience"" on their lips; but when they leave thee, a section of them Meditate all night on things very different from what thou tellest them. But Allah records their nightly (plots): So keep clear of them, and put thy trust in Allah, and enough is Allah as a disposer of affairs.","['muslim_ethic', 'forbiden_acts']"
4,82,"Do they not consider the Qur'an (with care)? Had it been from other Than Allah, they would surely have found therein Much discrepancy.",['pillars_of_faith']
4,83,"When there comes to them some matter touching (Public) safety or fear, they divulge it. If they had only referred it to the Messenger, or to those charged with authority among them, the proper investigators would have Tested it from them (direct). Were it not for the Grace and Mercy of Allah unto you, all but a few of you would have fallen into the clutches of Satan.","['mandatory_acts', 'muslim_ethic', 'foundations_of_the_laws', 'creation_and_creatures']"
4,85,"Whoever recommends and helps a good cause becomes a partner therein: And whoever recommends and helps an evil cause, shares in its burden: And Allah hath power over all things.","['pillars_of_faith', 'muslim_ethic']"
4,86,"When a (courteous) greeting is offered you, meet it with a greeting still more courteous, or (at least) of equal courtesy. Allah takes careful account of all things.",['muslim_ethic']
4,87,"Allah! There is no god but He: of a surety He will gather you together against the Day of Judgment, about which there is no doubt. And whose word can be truer than Allah's?","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
4,88,"Why should ye be divided into two parties about the Hypocrites? Allah hath upset them for their (evil) deeds. Would ye guide those whom Allah hath thrown out of the Way? For those whom Allah hath thrown out of the Way, never shalt thou find the Way.","['pillars_of_faith', 'forbiden_acts']"
4,89,"They but wish that ye should reject Faith, as they do, and thus be on the same footing (as they): But take not friends from their ranks until they flee in the way of Allah (From what is forbidden). But if they turn renegades, seize them and slay them wherever ye find them; and (in any case) take no friends or helpers from their ranks;-","['mandatory_acts', 'forbiden_acts', 'foundations_of_the_laws']"
4,90,"Except those who join a group between whom and you there is a treaty (of peace), or those who approach you with hearts restraining them from fighting you as well as fighting their own people. If Allah had pleased, He could have given them power over you, and they would have fought you: Therefore if they withdraw from you but fight you not, and (instead) send you (Guarantees of) peace, then Allah Hath opened no way for you (to war against them).",['mandatory_acts']
4,92,"Never should a believer kill a believer; but (If it so happens) by mistake, (Compensation is due): If one (so) kills a believer, it is ordained that he should free a believing slave, and pay compensation to the deceased's family, unless they remit it freely. If the deceased belonged to a people at war with you, and he was a believer, the freeing of a believing slave (Is enough). If he belonged to a people with whom ye have treaty of Mutual alliance, compensation should be paid to his family, and a believing slave be freed. For those who find this beyond their means, (is prescribed) a fast for two months running: by way of repentance to Allah: for Allah hath all knowledge and all wisdom.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'foundations_of_the_laws']"
4,93,"If a man kills a believer intentionally, his recompense is Hell, to abide therein (For ever): And the wrath and the curse of Allah are upon him, and a dreadful penalty is prepared for him.",['pillars_of_faith']
4,94,"O ye who believe! When ye go abroad in the cause of Allah, investigate carefully, and say not to any one who offers you a salutation: ""Thou art none of a believer!"" Coveting the perishable goods of this life: with Allah are profits and spoils abundant. Even thus were ye yourselves before, till Allah conferred on you His favours: Therefore carefully investigate. For Allah is well aware of all that ye do.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
4,95,"Not equal are those believers who sit (at home) and receive no hurt, and those who strive and fight in the cause of Allah with their goods and their persons. Allah hath granted a grade higher to those who strive and fight with their goods and persons than to those who sit (at home). Unto all (in Faith) Hath Allah promised good: But those who strive and fight Hath He distinguished above those who sit (at home) by a special reward,-","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'foundations_of_the_laws']"
4,97,"When angels take the souls of those who die in sin against their souls, they say: ""In what (plight) Were ye?"" They reply: ""Weak and oppressed Were we in the earth."" They say: ""Was not the earth of Allah spacious enough for you to move yourselves away (From evil)?"" Such men will find their abode in Hell,- What an evil refuge! -","['pillars_of_faith', 'forbiden_acts']"
4,98,"Except those who are (really) weak and oppressed - men, women, and children - who have no means in their power, nor (a guide-post) to their way.","['pillars_of_faith', 'creation_and_creatures']"
4,99,"For these, there is hope that Allah will forgive: For Allah doth blot out (sins) and forgive again and again.","['pillars_of_faith', 'mandatory_acts']"
4,100,"He who forsakes his home in the cause of Allah, finds in the earth Many a refuge, wide and spacious: Should he die as a refugee from home for Allah and His Messenger, His reward becomes due and sure with Allah: And Allah is Oft-forgiving, Most Merciful.","['pillars_of_faith', 'mandatory_acts']"
